Project_ID,Project_Name,Sector,Lead_Contractor,Target_Budget_USD,Final_Cost_USD,Planned_Start,Planned_Duration_Days,Actual_End,Actual_Duration_Days,Cost_Variance,Schedule_Variance,CPI,Is_Over_Budget
PROJ-1984,Site Phase 7 Development,INFRASTRUCTURE,Apex Build,5174572,6173578.411256488,2023-07-12,521,2025-01-10,548,-999006.4112564884,-27,0.8381803316152967,1
PROJ-1985,Site Phase 7 Development,RESIDENTIAL,Apex Build,2708046,2815289.70430912,2023-07-01,282,2024-04-27,301,-107243.70430911984,-19,0.9619066896934368,1
PROJ-1986,Site Phase 8 Development,RESIDENTIAL,Apex Build,4091228,6097020.471266487,2022-09-10,526,2024-03-26,563,-2005792.4712664867,-37,0.6710208731101999,1
PROJ-1988,Site Phase 5 Development,RESIDENTIAL,Apex Build,6750016,7075670.79111099,2023-08-17,488,2025-01-28,530,-325654.79111098964,-42,0.9539754179179587,1
PROJ-1989,Site Phase 1 Development,COMMERCIAL,Delta Partners,5025076,5212829.0914369095,2024-06-01,394,2025-07-14,408,-187753.0914369095,-14,0.963982496233124,1
PROJ-1990,Site Phase 9 Development,INFRASTRUCTURE,Apex Build,4230348,6588447.193127773,2022-09-13,466,2024-03-31,565,-2358099.193127773,-99,0.6420857412976702,1
PROJ-1992,Site Phase 9 Development,COMMERCIAL,Apex Build,2070618,3496952.866604141,2024-03-25,229,2025-02-15,327,-1426334.866604141,-98,0.5921206487437614,1
PROJ-1993,Site Phase 3 Development,COMMERCIAL,Vertex Infra,2090700,2020842.1493511517,2024-07-09,276,2025-04-28,293,69857.85064884834,-17,1.034568682502628,0
PROJ-1995,Site Phase 2 Development,INFRASTRUCTURE,Delta Partners,987150,2549511.6952384994,2022-01-10,150,2022-12-21,345,-1562361.6952384994,-195,0.3871917912138289,1
PROJ-1996,Site Phase 5 Development,RESIDENTIAL,Apex Build,3604776,5447426.15164395,2024-04-03,516,2025-11-20,596,-1842650.1516439496,-80,0.6617393058026374,1
PROJ-1997,Site Phase 8 Development,RESIDENTIAL,Apex Build,3395560,4656150.510901344,2024-03-08,469,2025-06-30,479,-1260590.510901344,-10,0.7292633672494154,1
PROJ-1998,Site Phase 2 Development,COMMERCIAL,Apex Build,2573242,2478224.923961658,2022-08-30,287,2023-06-19,293,95017.07603834197,-6,1.03834077977331,0
